Provider Name,City,State,ZIP,Payment,Rural Location
ARIZONA GASTROINTESTINAL ASSOCIATES PLC,SCOTTSDALE,AZ,852601316,"$   20,755.41",NO
ARIZONA GRAND MEDICAL CENTER PLLC,PHOENIX,AZ,850687729,"$   30,382.69",YES
ARIZONA MANUAL THERAPY CENTERS PLLC,SCOTTSDALE,AZ,852602387,$   500.00,NO
ARIZONA PALLIATIVE HOME CARE,PHOENIX,AZ,850145698,$   859.07,NO
ARIZONA RESPIRATORY & MEDICAL SUPPLY SERVICES INC,PAYSON,AZ,855471377,"$   3,535.76",YES
"ARIZONA RETIREMENT CENTERS, INC.",PEORIA,AZ,853823501,"$   5,335.77",NO
ARIZONAS CHILDREN ASSOCIATION,PHOENIX,AZ,850041003,"$   213,863.77",YES
ARIZONAS NEW HOPE,LAVEEN,AZ,853390770,$   500.00,NO
AROUND THE MOUNTAIN PEDIATRIC DENTISTRY PLLC,FLAGSTAFF,AZ,860013266,"$   31,888.13",NO
ARTISAN PROSTHETICS LLC,PHOENIX,AZ,850143639,"$   12,370.85",NO
"ASCEND BEHAVIORAL HEALTH AND WELLNESS,LLC",PHOENIX,AZ,850855770,"$   9,086.69",NO
"ASPIRE MEDICAL CENTERS, LLC",KINGMAN,AZ,864014100,"$   6,849.89",YES
ASSOCIATED DENTAL CARE PROVIDERS,PHOENIX,AZ,850535341,$   500.00,NO
"ASSOCIATED THORACIC AND CARDIOVASCULAR SURGEONS, LTD",SCOTTSDALE,AZ,852674390,$   704.86,NO
ASSOCIATED VALLEY RADIOLOGISTS LTD,PHOENIX,AZ,850272530,"$   39,245.56",YES
"ASSURED IMAGING WOMEN'S WELLNESS OF CALIFORNIA, INC",TUCSON,AZ,857435800,$   500.00,NO
"ASSURED IMAGING WOMEN'S WELLNESS OF SOUTHERN ARIZONA, LLC",TUCSON,AZ,857435800,"$   29,591.74",YES
"ASSURED IMAGING WOMENS WELLNESS OF WASHINGTON, LLC",TUCSON,AZ,857435800,"$   3,290.05",YES
ASTRA MEDICAL CLINIC PC,SUN CITY WEST,AZ,853754480,$   656.91,NO
"AUNNI'S HEALTH CARE SERVICES, LLC",TUCSON,AZ,857042301,"$   1,266.95",NO
"AURORA BEHAVIORAL HEALTHCARE - TEMPE, LLC",TEMPE,AZ,852832857,"$   149,420.98",NO
"AZ HARMONY MEDICAL TRANSPORTATION, LLC",CHANDLER,AZ,85224,"$   70,769.87",NO
BANNER - UNIVERSITY HOSPITAL BASED PHYSICIANS LLC,PHOENIX,AZ,850122702,"$   89,308.34",YES
BANNER - UNIVERSITY PRIMARY CARE PHYSICIANS LLC,PHOENIX,AZ,850122702,"$   3,716.32",YES
BANNER ALZHEIMERS INSTITUTE,PHOENIX,AZ,850122702,"$   5,321.01",NO
BANNER BAYWOOD MEDICAL CENTER,PHOENIX,AZ,852061747,"$   1,423,513.00",YES
BANNER BEHAVIORAL HEALTH HOSPITAL,PHOENIX,AZ,850122702,"$   105,040.04",NO
BANNER BOSWELL MEDICAL CENTER,PHOENIX,AZ,850122702,"$   727,951.71",YES
BANNER CANCER CENTER SPECIALISTS LLC,PHOENIX,AZ,850122702,"$   64,102.16",YES
BANNER CHILDREN'S-BANNER HEALTH CLINIC LLC,PHOENIX,AZ,850122702,"$   7,629.65",NO
BANNER CHURCHILL COMMUNITY HOSPITAL,MESA,AZ,852116950,"$   1,894,553.20",YES
BANNER DEL E WEBB MEDICAL CENTER,PHOENIX,AZ,850122702,"$   1,112,310.25",YES
BANNER DESERT MEDICAL CENTER,PHOENIX,AZ,850122702,"$   1,699,376.25",NO
BANNER ESTRELLA MEDICAL CENTER,PHOENIX,AZ,850122702,"$   425,679.29",NO
BANNER ESTRELLA SURGERY CENTER LLC,PHOENIX,AZ,850122702,"$   1,766.58",NO
BANNER GATEWAY MEDICAL CENTER,GILBERT,AZ,85234,"$   953,913.22",YES
BANNER GOLDFIELD MEDICAL CENTER,PHOENIX,AZ,850122702,"$   152,868.98",NO
BANNER HEALTH,PHOENIX,AZ,850122702,"$   2,965,556.65",YES
BANNER HEALTH PHYSICIANS COLORADO LLC,PHOENIX,AZ,850122702,"$   306,434.11",YES
BANNER HEALTH PHYSICIANS WEST LLC,PHOENIX,AZ,850122702,"$   54,726.01",YES
BANNER HEART HOSPITAL,PHOENIX,AZ,850122702,"$   495,755.47",NO
BANNER HOME CARE ARIZONA,PHOENIX,AZ,850122702,"$   244,167.66",YES
BANNER HOME CARE COLORADO,PHOENIX,AZ,850122702,"$   36,830.83",NO
BANNER HOME MEDSOLUTIONS,PHOENIX,AZ,850122702,"$   1,415.45",NO
BANNER HOSPITAL BASED PHYSICIANS ARIZONA LLC,PHOENIX,AZ,850122702,"$   228,006.17",YES
BANNER HOSPITAL BASED PHYSICIANS COLORADO LLC,PHOENIX,AZ,850122702,"$   85,848.87",YES
BANNER IRONWOOD MEDICAL CENTER,PHOENIX,AZ,850122702,"$   382,393.56",NO
BANNER LASSEN MEDICAL CENTER,MESA,AZ,852116950,"$   935,590.16",YES
BANNER PHARMACY SERVICES LLC,PHOENIX,AZ,850122702,"$   25,170.66",YES
BANNER PHOENIX SURGERY CENTER LLC,PHOENIX,AZ,850122702,"$   4,200.26",NO
BANNER PHYSICIAN SPECIALISTS ARIZONA LLC,PEORIA,AZ,853814847,"$   243,781.91",YES
BANNER PHYSICIAN SUPER SPECIALISTS ARIZONA LLC,PHOENIX,AZ,850122702,"$   42,233.65",NO
BANNER PRIMARY CARE PHYSICIANS ARIZONA LLC,SUN CITY WEST,AZ,853755284,"$   161,671.55",YES
BANNER SUN CITY MEDICAL GROUP,PHOENIX,AZ,850122702,$   500.00,YES
BANNER SUN CITY WEST SURGERY CENTER LLC,PHOENIX,AZ,850122702,"$   1,543.32",NO
BANNER THUNDERBIRD MEDICAL CENTER,PHOENIX,AZ,850122702,"$   690,614.82",NO
BANNER UNION HILLS SURGERY CENTER LLC,PHOENIX,AZ,850122702,"$   11,412.33",NO
BANNER UNIVERSITY MEDICAL CENTER TUCSON CAMPUS LLC,MESA,AZ,852116950,"$   2,347,688.93",YES
BANNER UNIVERSITY MEDICAL GROUP,PHOENIX,AZ,850122702,"$   390,926.58",YES
BANNER UNIVERSITY MEDICINE CRISIS RESPONSE CENTER LLC,PHOENIX,AZ,850122702,"$   49,318.38",NO
BANNER UNIVERSITY SUPER SPECIALISTS LLC,PHOENIX,AZ,850122702,"$   12,641.64",NO
BANNER URGENT CARE ARIZONA LLC,PHOENIX,AZ,850122702,"$   54,800.14",YES
BANNER URGENT CARE COLORADO,PHOENIX,AZ,850122702,"$   15,934.26",YES
BANNER URGENT CARE SERVICES LLC,PHOENIX,AZ,850122702,"$   88,866.59",NO
BANNER-UNIVERSITY MEDICAL CENTER PHOENIX,PHOENIX,AZ,850122702,"$   2,386,647.96",YES
BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS LLC,PHOENIX,AZ,850122702,"$   547,695.87",NO
BANNER-UNIVERSITY PHYSICIAN SPECIALISTS LLC,PHOENIX,AZ,850122702,"$   107,249.12",YES
BARAKA HOUSE LLC,GLENDALE,AZ,853041859,$   681.50,NO
BEAUTIFUL BEGINNINGS RESIDENTIAL CARE,PHOENIX,AZ,850437260,"$   4,089.01",NO
BEE HAPPY HOME CARE LLC,FORT DEFIANCE,AZ,865040000,"$   29,591.81",YES
BEHAVIORAL AWARENESS CENTER INC,TUCSON,AZ,857452148,$   500.00,NO
BELLEZZA SENSA LLC,PHOENIX,AZ,850380379,"$   2,251.94",NO
BENCHMARK VALLEY LLC,LAVEEN,AZ,853395247,"$   2,271.67",NO
BENSON HOSPITAL CORPORATION,BENSON,AZ,856026403,"$   503,937.69",YES
BETHANY WOMENS HEALTHCARE,PHOENIX,AZ,850191953,$   507.91,NO
"BIO-MEDICAL APPLICATIONS OF ARIZONA, LLC",CHANDLER,AZ,852252479,"$   1,117,871.11",YES
BISBEE HOSPITAL ASSOCIATION,BISBEE,AZ,856031327,"$   1,366,326.08",YES
BLACK CANYON MEDICAL L.L.C.,MAYER,AZ,863334263,"$   8,055.96",YES
BLAIR T BUTTERFIELD PC,GILBERT,AZ,852963673,$   500.00,NO
"BOULDER GARDENS ASSISTANT LIVING, LLC",GREEN VALLEY,AZ,856143129,$   500.00,NO
"BRADLEY L NEWSWANDER, DPM PLC",SAN TAN VALLEY,AZ,851407386,"$   2,281.08",NO
BRADLEY T CROSS OD PC,SALDOTNA,AZ,99669,"$   2,845.95",YES
"BREAST IMAGING SPECIALISTS OF ARIZONA, LLC",PHOENIX,AZ,850274172,$   863.38,NO
BRENDA LATOWSKY M.D. P.L.C.,SCOTTSDALE,AZ,85255,"$   3,230.84",NO
BRUSH FAMILY MEDICINE,PHOENIX,AZ,850122702,"$   6,662.95",YES
BRYAN D FRIEDMAN DO LLC,SCOTTSDALE,AZ,852512106,"$   11,889.23",YES
"BUENA VISTA RECOVERY, LLC",SCOTTSDALE,AZ,852504830,"$   14,929.11",NO
"BUILDING BLOCKS COUNSELING,LLC",PHOENIX,AZ,850640690,"$   5,584.62",NO
"BULL & ASSOCIATES, P.C.",SAFFORD,AZ,855464009,"$   18,751.07",NO
"BULLHEAD CITY SENIOR LIVING, LLC",TUCSON,AZ,857047800,$   621.29,YES
"B--UMG INTEGRATED HEALTH CLINIC, LLC",PHOENIX,AZ,850122700,"$   7,557.18",NO
B--UMG TUCSON AP PHYSICIANS LLC,PHOENIX,AZ,850122702,"$   21,227.11",NO
CAMP LOWELL SURGERY CENTER LLC,TUCSON,AZ,857121296,"$   41,083.33",NO
"CANYON AMBULATORY SURGERY CENTER, LLC",PHOENIX,AZ,850152103,"$   5,101.90",NO
CANYONLANDS COMMUNITY HEALTH CARE,PAGE,AZ,860401625,"$   498,236.91",YES
"CARDIAC CATH LAB OF PHOENIX, LP",PHOENIX,AZ,850167766,"$   3,685.45",NO
CARDIAC CLINIC PC,GLENDALE,AZ,853064651,$   768.09,NO
CARDIOVASCULAR CONSULTANTS LTD,PHOENIX,AZ,850322136,"$   37,486.78",NO
"CARE FOR KIDS OF ARIZONA, LLC",MESA,AZ,852035835,"$   27,971.06",NO
CARE TRANS,TEMPE,AZ,852834279,"$   49,713.84",NO
CARELOCK LLC,SCOTTSDALE,AZ,852602217,"$   12,783.14",YES
"CARING CONNECTIONS FOR SPECIAL NEEDS, LLC",TUCSON,AZ,857105020,"$   125,625.21",YES
CARONDELET ST MARYS NORTHWEST LLC,TUCSON,AZ,857413117,"$   25,816.92",NO
CASA GRANDE FAMILY PHYSICIANS PC,CASA GRANDE,AZ,851224769,"$   1,364.87",NO
CASA GRANDE PEDIATRICS PC,CASA GRANDE,AZ,852224768,"$   2,005.73",NO
"CASA GRANDE SENIOR LIVING, LLC",TUCSON,AZ,857047800,$   500.00,NO
"CATALINA PEDIATRICS, PC",TUCSON,AZ,857121259,$   938.01,NO
"CATHERINE CHO, DDS, PC",CHANDLER,AZ,852493685,$   500.00,NO
CDH FOUNDATION,PHOENIX,AZ,850446417,"$   16,928.27",NO
"CENTRAL ARIZONA HEART SPECIALISTS, PLC",CHANDLER,AZ,852244412,"$   9,662.56",NO
CHANDLER ENDOSCOPY AMBULATORY SURGERY CENTER LLC,CHANDLER,AZ,852245725,"$   2,881.91",NO
CHANDLER MEDICAL INVESTORS LIMITED PARTNERSHIP,CHANDLER,AZ,852246181,"$   24,675.26",NO
CHARLES E FERRIN OD,SAFFORD,AZ,855462647,$   684.24,YES
CHERISHING LIFE LLC,CHANDLER,AZ,852258254,$   500.00,NO
"CHIRICAHUA COMMUNITY HEALTH CENTERS, INC",DOUGLAS,AZ,85607,"$   453,297.89",YES
CHRISTIAN CARE NURSING CENTER INC.,PHOENIX,AZ,850293536,"$   7,847.50",NO
"CHRISTOPHER STALBERG, MD, PLLC",SCOTTSDALE,AZ,852541745,"$   1,547.74",NO
CIRCULAR VALLEY CARE LLC,SCOTTSDALE,AZ,852512243,"$   16,764.39",NO
"CJPS HOME CARE, LLC",SCOTTSDALE,AZ,852583765,"$   2,659.78",NO
CKHH DENTAL PLLC,MESA,AZ,852054841,$   500.00,NO
"CLEAR CHOICE PHYSICIANS, LLC",CHANDLER,AZ,852442522,$   500.00,NO
CLEAR VISION OPHTHALMOLOGY PC,PHOENIX,AZ,850373374,"$   5,968.26",NO
CLINIC FOR CHEST DISEASES PLLC,SUN CITY,AZ,853513405,$   902.76,NO
COBRE VALLEY REGIONAL MEDICAL CENTER,GLOBE,AZ,855019447,"$   2,511,323.68",YES
"COBROS III, LLC",TUCSON,AZ,857333908,$   500.00,NO
COLONNA PHYSICIAN SERVICES LLC,KINGMAN,AZ,864013918,"$   5,297.22",YES
"COLORADO RIVER PEDIATRICS, LLC",FORT MOHAVE,AZ,86427,"$   3,509.10",YES
COMMUNITY BRIDGES INC,MESA,AZ,852029098,"$   1,011,346.63",YES
COMMUNITY DENTAL FOR KIDS,MESA,AZ,852132240,"$   7,523.06",YES
COMMUNITY HEALTH AND IMMUNIZATION SERVICES LLC,PHOENIX,AZ,850086507,$   500.00,NO
COMMUNITY HOSPITAL,MESA,AZ,852116950,"$   648,842.17",YES
"COMMUNITY HOSPITAL ASSOCIATION, INC.",WICKENBURG,AZ,853901448,"$   1,078,100.63",YES
COMMUNITY INTERVENTION ASSOCIATES INC.,YUMA,AZ,853647726,"$   432,807.57",YES
COMPREHENSIVE MEDICAL CARE PC,SAHUARTIA,AZ,856299718,"$   3,944.77",NO
COMTRANS,PHOENIX,AZ,850346819,"$   8,047.96",NO
CONVENIENT CHIROPRACTIC INC,APACHE JUNCTION,AZ,851196703,$   500.00,NO
COPPER CANYON FAMILY HEALTH CENTER,CAMP VERDE,AZ,863221808,"$   21,791.52",YES
COPPER COMMUNITIES HOSPICE LLC,MESA,AZ,852046667,"$   5,534.05",NO
"CORAZON, INC",CASA GRANDE,AZ,851224673,"$   23,981.27",YES
"CORONADO DENTAL SERVICES, INC.",CHANDLER,AZ,852243687,$   500.00,NO
COTTONWOOD MEDICAL CENTER LTD,CASA GRANDE,AZ,851225759,"$   6,686.92",NO
COUNTY OF YAVAPAI,PRESCOTT,AZ,863053700,"$   84,827.36",YES
COVE ASSOC JOINT VENTURE,SCOTTSDALE,AZ,852606720,"$   38,320.50",YES
CREEK VALLEY HEALTH CLINIC,COLORADO CITY,AZ,860210418,"$   27,150.27",YES
CRYSTAL CANYON ENT & FACIAL PLASTIC SURGERY PC,FLAGSTAFF,AZ,860013111,"$   12,660.40",NO
CYNTHIA DODGE,SEDONA,AZ,863519238,$   991.54,YES
DADRA MEDICAL PC,BULLHEAD CITY,AZ,864428221,"$   21,532.76",YES
DAN NURSE PRACTITIONER SERVICES LLC,PAYSON,AZ,855415362,"$   6,876.19",YES
DANTON S DUNGY MD PC,CHANDLER,AZ,852246545,"$   1,253.45",NO
DAVIS ORTHOPAEDICS,PRESCOTT VALLEY,AZ,863141222,"$   6,227.51",NO
DBM LLC,SCOTTSDALE,AZ,852515649,"$   27,367.25",NO
DESERT ANGELS MEDICAL CLINIC PLC,BULLHEAD CITY,AZ,864427802,"$   16,318.83",YES
DESERT EYE ASSOCIATES LTD,TUCSON,AZ,857154606,"$   6,986.45",NO
DESERT LIFE PHARMACY LLC,TUCSON,AZ,857391297,$   500.00,NO
"DESERT OASIS WELLNESS CENTER, PLLC",GLOBE,AZ,85501,"$   1,780.93",YES
DESERT RUN PODIATRY PLC,PHOENIX,AZ,850154602,$   500.00,NO
DESERT SAGE BEHAVIORAL HEALTH PLC,TUCSON,AZ,857044333,"$   1,000.58",NO
DESERT SHORES PEDIATRICS,GILBERT,AZ,852984262,$   602.32,NO
DESERT SPINE INSTITUTE PLLC,YUMA,AZ,85364,"$   2,047.41",NO
DESTINY BEHAVIORAL HEALTH RESIDENTIAL CARE LLC 2,TOLLESON,AZ,853536993,"$   8,745.94",NO
DESTINY SPRINGS HEALTHCARE LLC,SURPRISE,AZ,853784501,"$   51,799.75",NO
DHHS NAIHS PHS KAYENTA HEALTH CENTER,KAYENTA,AZ,860330368,"$   166,448.31",YES
DHHS PHS NAIHS CHINLE COMPREHENSIVE HEALTH CARE FACILITY,CHINLE,AZ,86503,"$   4,348,889.18",YES
DIAGNOSTIC IMAGING INC,PHOENIX,AZ,850322189,$   500.00,YES
DIGNITY HEALTH MEDICAL GROUP NEVADA LLC,PHOENIX,AZ,850122716,"$   5,932.01",NO
DISTRICT MEDICAL GROUP INC,PHOENIX,AZ,850168034,"$   67,846.99",YES
DJLW HEALTH SERVICES INC.,PHOENIX,AZ,850134107,"$   7,581.58",NO
DOC MARTINS INC A C C,FLAGSTAFF,AZ,860017337,"$   17,231.95",YES
DR SIMON ZMYSLINSKI & ASSOCIATES P L L C,SCOTTSDALE,AZ,852511239,$   500.00,NO
DR. MASSOUD EFTEKHARI,SCOTTSDALE,AZ,852558595,"$   2,724.88",YES
DREAMCATCHER HOME CARE AND TRANSPORT LLC,PINON,AZ,865101212,"$   7,302.77",YES
DREXEL HEIGHTS FIRE DISTRICT,TUCSON,AZ,857463710,"$   4,231.49",NO
DUKART CHIROPRACTIC INC,TUCSON,AZ,857121127,$   500.00,NO
DYNAMIC INTERVENTIONS OF ARIZONA LLC,FLAGSTAFF,AZ,860017870,"$   3,949.15",NO
EAST MORGAN COUNTY HOSPITAL,PHOENIX,AZ,850122702,"$   855,334.53",YES
EAST VALLEY INTERNAL MEDICINE PC,CHANDLER,AZ,852246279,"$   2,677.23",YES
EBONY HOUSE INC,PHOENIX,AZ,850424408,"$   2,862.19",NO
ECHOING HOPE RANCH,HEREFORD,AZ,856158922,"$   2,161.52",NO
"EDLC, LLC",SCOTTSDALE,AZ,852550149,$   814.54,NO
EMERGENCY PROFESSIONAL SERVICES PC,PHOENIX,AZ,850062813,"$   55,132.81",YES
EMILIO MARTIN JUSTO MD PC,SUN CITY,AZ,853511074,"$   12,844.15",YES
EMMANUEL CARE HOME,TUCSON,AZ,857100000,$   500.00,NO
"EMPOWER HOME CARE, LLC.",PHOENIX,AZ,85029,"$   20,032.55",NO
EULANO FOOT AND ANKLE PC,SCOTTSDALE,AZ,852555441,$   500.00,YES
EXPERT AZ EYECARE LLC,MESA,AZ,852063449,$   500.00,NO
FAMILY CARE HOME HEALTH & HOSPICE,BULLHEAD CITY,AZ,864427329,"$   144,746.63",YES
FAMILY MEDICAL CENTER PLLC,SAFFORD,AZ,855464052,"$   43,913.74",YES
FARSHID PAYDAR MD PC,SEDONA,AZ,863404294,"$   86,312.20",YES
FAST CARE TRANSPORTATION LLC,PHOENIX,AZ,850174168,"$   6,632.48",NO
FAST TRANS,SCOTTSDALE,AZ,852514562,"$   23,384.35",YES
FC OF ARIZONA INC,TUCSON,AZ,857185991,"$   2,133.51",NO
"FC RANGER OPS GARNET OF CASA GRANDE (AZ), LLC",CASA GRANDE,AZ,851224072,$   500.00,NO
FIGUEROA PHYSICAL THERAPY,PHOENIX,AZ,850408862,"$   3,493.01",NO
FIRST CHOICE MEDICAL TRAN,PHOENIX,AZ,850290000,"$   106,401.76",NO
FLAGSTAFF BONE & JOINT SURGICAL CENTER LLC,FLAGSTAFF,AZ,860014845,"$   10,705.11",NO
FLAGSTAFF MEDICAL CENTER,FLAGSTAFF,AZ,860013118,"$   5,379,537.41",YES
FLAGSTAFF NEUROSURGERY PLLC,FLAGSTAFF,AZ,860013265,"$   31,881.49",YES
"FLAGSTAFF TRANSITIONAL CARE, LLC",FLAGSTAFF,AZ,860013269,"$   143,115.10",NO
FOCUSED FAMILY SERVICES LLC,PHOENIX,AZ,850062665,$   859.01,NO
"FOOTCARE PHYSICIANS OF SCOTTSDALE, PLLC",SCOTTSDALE,AZ,852606228,$   500.00,NO
"FOOTHILL CARE CENTER, LLC",APACHE JUNCTION,AZ,851207305,"$   63,951.33",NO
FORT MOJAVE MESA FIRE DEPARTMENT,FORT MOHAVE,AZ,864266625,"$   59,348.40",YES
FOUR DIRECTIONS LLC,SCOTTSDALE,AZ,852710908,"$   87,838.45",NO
FRED S MARKHAM MD PC,PRESCOTT,AZ,863011624,"$   1,680.84",NO
FRESHSTART RECOVERY LLC,PHOENIX,AZ,850416353,"$   1,590.17",NO
"GENERAL & ROBOTIC SURGICAL ASSOCIATES, PLLC",MESA,AZ,852026490,"$   1,031.83",YES
"GENESIS OB/GYN, PC",TUCSON,AZ,857126118,"$   43,557.46",YES
"GERIATRIC SOLUTIONS - HOV, LLC",PHOENIX,AZ,85014,"$   1,337.32",NO
GILA RIVER HEALTH CARE CORPORATION,SACATON,AZ,852470038,"$   1,351,776.60",YES
GILA VALLEY CLINIC PC,SAFFORD,AZ,855464011,"$   143,319.81",YES
GILBERT CHILDRENS MEDICAL GROUP INC,MESA,AZ,852064616,$   500.00,NO
GISHEYS PATIENT CARE LLC,PHOENIX,AZ,850425683,"$   26,555.55",YES
"GLENDALE FAMILY DENTISTRY, PLLC",GLENDALE,AZ,853032575,$   500.00,NO
GLENDALE MEDICAL INVESTORS LP,GLENDALE,AZ,853041371,"$   28,822.72",NO
"GLOBE MEDICAL INVESTORS, LLC",GLOBE,AZ,855011436,"$   311,930.15",YES
GLOVER FAMILY MEDICAL LLC,TEMPE,AZ,852827667,$   500.00,NO
GOLD CANYON INTERNAL MEDICINE,GOLD CANYON,AZ,851182928,"$   1,508.97",NO
GONZALES MEDICAL CLINIC PC,YUMA,AZ,853647726,$   689.84,YES
GOOD CARE NETWORK LLC,PRESCOTT,AZ,863015803,"$   1,590.17",YES
GOODYEAR EYE SPECIALISTS LLC,GOODYEAR,AZ,853952603,"$   2,380.42",NO
GORDON GRADO MD INC,SCOTTSDALE,AZ,852516902,"$   235,280.87",YES
GPS PRESCOTT OPCO LLC,PRESCOTT,AZ,863011705,"$   2,416.86",NO
"GRACE BEHAVIORAL HEALTH, LLC",PHOENIX,AZ,850346819,"$   9,282.72",NO
GRAHAM COUNTY RC,SAFFORD,AZ,855480870,"$   39,389.13",YES
GRANDVIEW SURGICAL ASSOCIATES PC,SUN CITY WEST,AZ,853751401,"$   1,608.49",NO
GREGG M CITRON MD PC,MESA,AZ,852741150,$   500.00,NO
GREGORY A COX PA-C PLLC,PHOENIX,AZ,850699179,"$   10,224.53",NO
GREGORY CELAYA M.D. P.C.,PHOENIX,AZ,850062508,$   500.00,NO
GROWING GRINS PLLC,GILBERT,AZ,852346451,$   500.00,NO
GRYPHEN SPEC PRODUCTS SER,CHANDLER,AZ,852257160,"$   1,487.59",NO
H2CHANGE LLC,SIERRA VISTA,AZ,85635,$   500.00,NO
HANDMAKER JEWISH SERVICES FOR THE AGING,TUCSON,AZ,857122113,"$   25,756.34",NO
HARLEY FINKLE DC,LAKE HAVASU CITY,AZ,864030962,$   500.00,NO
HAROLD K FIGUEROA MD PLLC,FLAGSTAFF,AZ,860011435,"$   1,373.18",NO
HAVEN BEHAVIORAL SERVICES OF PHOENIX LLC,PHOENIX,AZ,850074076,"$   72,330.65",NO
"HAVEN OF CAMP VERDE ALF, LLC",CAMP VERDE,AZ,863227013,$   946.73,YES
HAVEN OF CAMP VERDE LLC,CAMP VERDE,AZ,863227013,"$   246,758.41",YES
HAVEN OF COTTONWOOD LLC,COTTONWOOD,AZ,863264123,"$   330,584.72",YES
HAVEN OF DOUGLAS LLC,DOUGLAS,AZ,856072434,"$   167,220.00",YES
HAVEN OF FLAGSTAFF LLC,FLAGSTAFF,AZ,860017103,"$   253,704.36",NO
HAVEN OF GLOBE LLC,GLOBE,AZ,855011363,"$   370,001.94",YES
HAVEN OF LAKE HAVASU LLC,LAKE HAVASU CITY,AZ,864068629,"$   61,014.19",NO
HAVEN OF LAKESIDE LLC,LAKESIDE,AZ,85929,"$   335,195.16",YES
HAVEN OF SAFFORD LLC,SAFFORD,AZ,855464048,"$   339,628.28",YES
HAVEN OF SANDPOINTE LLC,GILBERT,AZ,852970008,"$   15,797.19",NO
HAVEN OF SEDONA LLC,SEDONA,AZ,863517856,"$   209,000.59",YES
HAVEN OF SHOW LOW ALF LLC,SHOW LOW,AZ,859017920,$   798.81,YES
HAVEN OF SHOW LOW LLC,SHOW LOW,AZ,859017920,"$   437,396.99",YES
HAVEN OF SIERRA VISTA LLC,SIERRA VISTA,AZ,856353386,"$   72,983.74",NO
HAVEN OF YUMA LLC,YUMA,AZ,85364,"$   42,352.90",NO
HAYMAN MULTICARE LLC,PRESCOTT,AZ,863057165,"$   6,621.19",NO
HEAL MEDICAL TRANSPORTATION,GLENDALE,AZ,85301,"$   11,536.27",NO
"HEALTH SQUARED, LLC",PHOENIX,AZ,850441407,$   500.00,NO
HEALTHCARE INNOVATIONS INC,BENSON,AZ,856021348,"$   96,978.80",YES
"HEALTHCARE MANAGEMENT PROFESSIONAL, INC.",KINGMAN,AZ,864010951,"$   430,008.51",YES
HEALTHY WINGS LLC,PHOENIX,AZ,850167353,$   500.00,NO
HEARTBEAT SPEECH THERAPY LLC,PHOENIX,AZ,850488559,$   500.00,NO
HELPING OURSELVES PURSUE ENRICHMENT INC,TUCSON,AZ,857163625,"$   46,793.41",YES
HIGH COUNTRY ANESTHESIOLOGY PLLC,SCOTTSDALE,AZ,852584703,$   500.00,NO
HOLBROOK SENIOR CITIZENS ASSOCIATION,HOLBROOK,AZ,860250580,$   500.00,YES
"HOME HEALTH CARE, INC.",PHOENIX,AZ,850187228,"$   1,142.88",NO
HONORHEALTH,PHOENIX,AZ,850274172,"$   2,578,144.25",YES
HONORHEALTH AMBULATORY,PHOENIX,AZ,850274172,"$   65,646.30",NO
"HONORHEALTH MEDICAL GROUP, LLC",PHOENIX,AZ,850274172,"$   36,028.25",YES
"HONORHEALTH URGENT CARE, LLC",PHOENIX,AZ,850274172,"$   10,117.38",NO
HOPE LIVES - VIVE LA ESPERANZA,PHOENIX,AZ,850344041,"$   1,461.10",NO
HOPE MEDICAL TRANSPORTATION,PHOENIX,AZ,850415258,$   500.00,NO
HORIZON HEALTH & WELLNESS INC,CASA GRANDE,AZ,851222514,"$   354,827.02",YES
HORIZON LABORATORY LLC,PHOENIX,AZ,850122702,"$   28,632.48",YES
HOSPICE OF THE SOUTHWEST -WEST VALLEY LLC,CHANDLER,AZ,852243552,"$   44,791.46",YES
HOSPICE OF THE VALLEY,PHOENIX,AZ,850145656,"$   357,553.25",NO
HOSPICE OF YUMA,YUMA,AZ,853645517,"$   13,021.31",NO
HUMANITY HEALTH PROVIDERS LLC,SEDONA,AZ,863364781,"$   27,560.37",YES
HUNT FAMILY CHIROPRACTIC LLC,PHOENIX,AZ,850217769,$   500.00,NO
HYADOC CONSULTANTS INC,GILBERT,AZ,852951679,$   500.00,NO
ILITCHI HOME CARE LLC,MESA,AZ,852038961,$   500.00,NO
IN POWER TRANS LLC,PHOENIX,AZ,850084438,"$   53,694.80",NO
INDEPENDENCE PLUS,PHOENIX,AZ,850175272,$   500.00,NO
INDEPENDENT HOSPITALISTS PLLC,ANTHEM,AZ,850860430,"$   16,996.20",YES
INDEPENDENT MEDICAL AND SURGICAL,COTTONWOOD,AZ,863264407,"$   3,843.78",YES
INDUSTRIAL HAND AND PHYSICAL THERAPY INC,PHOENIX,AZ,850408862,"$   1,164.84",NO
INFINITY HOSPICE CARE LLC,PHOENIX,AZ,850182143,"$   8,789.38",NO
INNER JOURNEY PSYCHOLOGICAL SERVICES LLC,TUCSON,AZ,857121256,$   500.00,NO
INTEGRITY HOSPICE CARE LLC,GOLD CANYON,AZ,851182997,"$   3,255.33",NO
INTEGRITY PAIN AND ANESTHESIA PLLC,MESA,AZ,852079338,"$   9,766.23",YES
"J. KHAN, LLC",KINGMAN,AZ,864093593,"$   20,283.43",YES
"JAMES P HUISH, DPM, LLC",SAFFORD,AZ,855464081,"$   21,381.51",YES
